ra,dec,z_av
150.13506709747483,2.3615436842074367,4.038550000000001
150.13517283242743,2.3615265384978437,4.038550000000001
150.13452163303415,2.3568523420261727,4.038550000000001
150.13584738973154,2.357125149301943,4.038550000000001
150.1381608166084,2.361298687118355,4.038550000000001
150.13848107501994,2.3578737969474766,4.038550000000001
150.13503516995004,2.3613404783815706,4.038550000000001
150.13842439136542,2.3603313167262647,4.038550000000001
150.1386658200148,2.358090953038809,4.038550000000001
150.13565014214365,2.359309752089632,4.038550000000001
150.1344309003475,2.357962101571207,4.038550000000001
150.13462176855032,2.3599694251839254,4.038550000000001
150.13533520717252,2.3597459961185425,4.038550000000001
150.13450136047499,2.3611508565464883,4.038550000000001
150.13597599901854,2.3573718906020367,4.038550000000001
150.13706057543993,2.361210672200339,4.038550000000001
150.13824401513153,2.3576137773807813,4.038550000000001
150.13645618941993,2.357885155689736,4.038550000000001
150.13464579350756,2.3591968281313886,4.038550000000001
150.1356250044282,2.360780300411966,4.038550000000001
150.13876023919227,2.360225824321206,4.038550000000001
150.13437648810552,2.361345230753875,4.038550000000001
150.13434540693976,2.359214746643994,4.038550000000001
150.13898551709318,2.360372153220296,4.038550000000001
150.13600945837632,2.3576243136105317,4.038550000000001
150.1380467211387,2.361151529442261,4.038550000000001
150.13926474642338,2.3592761350795337,4.038550000000001
150.13560578853225,2.358645906694981,4.038550000000001
150.13832617356613,2.357712229865221,4.038550000000001
150.1393222955754,2.3575475397333703,4.038550000000001
150.13901666801877,2.357731424297621,4.038550000000001
150.13789613735602,2.3576302778942573,4.038550000000001
150.13560753146797,2.3584058677550748,4.038550000000001
150.13625786993614,2.3608727540470777,4.038550000000001
150.13472383937008,2.3576729613640275,4.038550000000001
150.13694618494122,2.357458539072613,4.038550000000001
150.13460728681315,2.357228849326706,4.038550000000001
150.1346337886584,2.3582909038788378,4.038550000000001
150.1390070566939,2.3577444735206434,4.038550000000001
150.13506896781658,2.3603824700002893,4.038550000000001
150.13464548460004,2.357617670364271,4.038550000000001
150.1350063125711,2.3595838330767838,4.038550000000001
150.13495205571107,2.359898412018578,4.038550000000001
150.1375661668777,2.3580352352247917,4.038550000000001
150.1364331150303,2.3613926961525022,4.038550000000001
150.13552402971953,2.358212584508984,4.038550000000001
150.13717532866107,2.358104424814162,4.038550000000001
150.1384129401207,2.357801148450482,4.038550000000001
150.13830348745745,2.360082748206134,4.038550000000001
150.13745221710684,2.3568216897502894,4.038550000000001
150.1366717349634,2.360710629693789,4.038550000000001
150.1387636818187,2.36082290862689,4.038550000000001
150.13443155172405,2.3581164701111286,4.038550000000001
150.13532320589619,2.358019914098266,4.038550000000001
150.13457424699598,2.3601489502223822,4.038550000000001
150.13443276670037,2.359243158960194,4.038550000000001
150.1367188936844,2.356994322934232,4.038550000000001
150.13735958443232,2.356808590871353,4.038550000000001
150.13809661485408,2.3595859874243743,4.038550000000001
150.13729616665316,2.3609216688734476,4.038550000000001
150.13899944286882,2.3593065400155955,4.038550000000001
150.13515628427012,2.360119058475274,4.038550000000001
150.13872519449637,2.3588098641955892,4.038550000000001
150.13636334218074,2.361225598212772,4.038550000000001
150.13564104395624,2.357584806362227,4.038550000000001
150.13893291054558,2.361420512955651,4.038550000000001
150.13900040800297,2.3603566510004264,4.038550000000001
150.13797492267977,2.360622266244618,4.038550000000001
150.13522738940694,2.3597316048129358,4.038550000000001
150.13499143882154,2.360908161906801,4.038550000000001
150.13511476046938,2.358653892311932,4.038550000000001
150.13480455377282,2.3594004612979225,4.038550000000001
150.13542603943324,2.36175863037694,4.038550000000001
150.13671223122282,2.3570409833044605,4.038550000000001
150.1358900568983,2.357669842030372,4.038550000000001
150.13620018339327,2.3569375922217617,4.038550000000001
150.13714934630104,2.357875326855082,4.038550000000001
150.13615940843093,2.3577657714253295,4.038550000000001
150.1349009591826,2.359177709252954,4.038550000000001
150.1364544240823,2.360594891522184,4.038550000000001
150.13891302465947,2.3572637710724265,4.038550000000001
150.13578129706858,2.361601946731392,4.038550000000001
150.13623768110006,2.361237891844917,4.038550000000001
150.13900086407594,2.3611456088642706,4.038550000000001
150.13449747175045,2.3575364214908148,4.038550000000001
150.138702820699,2.357712130657181,4.038550000000001
150.13827855175418,2.3604480020342966,4.038550000000001
150.13655377688056,2.3576347543469645,4.038550000000001
150.13572479886045,2.3578416202611177,4.038550000000001
150.13508364389597,2.360999378370618,4.038550000000001
150.13815089196268,2.3614511428208056,4.038550000000001
150.13459888699006,2.359668837380065,4.038550000000001
150.13826527459634,2.357135442342891,4.038550000000001
150.13453342263725,2.358836692555908,4.038550000000001
150.13735015113411,2.361395407988239,4.038550000000001
150.13551135833816,2.3575423960087902,4.038550000000001
150.1347237109849,2.36155105001271,4.038550000000001
150.13706534660707,2.361714966148407,4.038550000000001
150.13763472996055,2.356956328197076,4.038550000000001
150.1390540505158,2.3571281792146452,4.038550000000001
150.13525790495615,2.358522793196265,4.038550000000001
150.1369435374113,2.3581180093601426,4.038550000000001
150.13518222559068,2.358768174260238,4.038550000000001
150.1375977514451,2.3608148679820697,4.038550000000001
150.13663819599498,2.357394411301798,4.038550000000001
150.13932651583272,2.360845618268812,4.038550000000001
150.13699643794854,2.3581001139771787,4.038550000000001
150.13752474250495,2.358156675298638,4.038550000000001
150.13851861079212,2.3595227803289203,4.038550000000001
150.13872671697916,2.3569451357449243,4.038550000000001
150.1391370266376,2.3615704824631734,4.038550000000001
150.13630283785326,2.357551787178279,4.038550000000001
150.1348112301671,2.3614724781983307,4.038550000000001
150.13669500740187,2.357402976348605,4.038550000000001
150.13512912058033,2.35733313768416,4.038550000000001
150.1369405255552,2.361123224707872,4.038550000000001
150.1355387432273,2.3572749664821218,4.038550000000001
150.1350422358071,2.358755443610443,4.038550000000001
150.13498685494125,2.35901132615446,4.038550000000001
150.13497949845723,2.3574635196134204,4.038550000000001
150.1358714513508,2.3570518366741156,4.038550000000001
150.1390268049459,2.3616311423934935,4.038550000000001
150.13805691118466,2.3601811830102215,4.038550000000001
150.1344454038171,2.3604600981808455,4.038550000000001
150.13543711482063,2.3613026391115772,4.038550000000001
150.13829890419234,2.361136442954155,4.038550000000001
150.13482664446565,2.3574887748655975,4.038550000000001
150.134833881307,2.3603195922286093,4.038550000000001
150.13501747170787,2.3585803516843344,4.038550000000001
150.1349450509797,2.3597796139269818,4.038550000000001
150.13838482699816,2.358272964283719,4.038550000000001
150.13691782155297,2.357668956806813,4.038550000000001
150.1376924436161,2.3611628068042267,4.038550000000001
150.13912414299264,2.35811717567092,4.038550000000001
150.13616300207028,2.3604149629114732,4.038550000000001
150.13642189325853,2.357361123439554,4.038550000000001
150.1364351425366,2.357718198555423,4.038550000000001
150.13658352363254,2.3609885872137584,4.038550000000001
150.1392917010179,2.358814494536632,4.038550000000001
150.13735351166181,2.3579545997102023,4.038550000000001
150.13512403883087,2.359230236896032,4.038550000000001
150.1350479895636,2.3596808974969643,4.038550000000001
150.13603081941812,2.358049404246046,4.038550000000001
150.13605143027135,2.3611720548448694,4.038550000000001
150.13459299830453,2.3580906530547248,4.038550000000001
150.13507079496674,2.3598902011101437,4.038550000000001
150.13876604367226,2.3568435947647175,4.038550000000001
150.1369056486275,2.357484751852912,4.038550000000001
150.1381075030182,2.3595956574013557,4.038550000000001
150.13513358837005,2.3590078427386607,4.038550000000001
150.13634154897068,2.3568993198697994,4.038550000000001
150.1356601935471,2.3610035885940457,4.038550000000001
150.1376587101786,2.3571053688693735,4.038550000000001
150.13728427760375,2.357980804454815,4.038550000000001
150.13524473387372,2.3596399235921353,4.038550000000001
150.1376585581451,2.357264159832225,4.038550000000001
150.1344096078684,2.360950640407853,4.038550000000001
150.1378401857996,2.3580783059358525,4.038550000000001
150.13675168578203,2.357337948797855,4.038550000000001
150.13481011487414,2.3573826978260133,4.038550000000001
150.1346419783598,2.3607957820866114,4.038550000000001
150.1349710729635,2.3583756843164863,4.038550000000001
150.13458971231023,2.3575316532973214,4.038550000000001
