ra,dec,z_av
150.11773606873822,2.35744563208872,3.188
150.12000835744783,2.354333856881076,3.188
150.11687046276495,2.3569956727584165,3.188
150.11856593734575,2.3568719485018725,3.188
150.11632664099685,2.356509456628242,3.188
150.11587353619663,2.3569971147078386,3.188
150.11579263830185,2.3578990386999044,3.188
150.1198356064792,2.357749270601916,3.188
150.1172083988142,2.35686688023782,3.188
150.1175247378311,2.353386354242569,3.188
150.1191433723043,2.3556875010438096,3.188
150.11995042823466,2.35321785331459,3.188
150.1191761875152,2.3560166422234117,3.188
150.11947346587908,2.3542774337771575,3.188
150.11949574959013,2.355425088338689,3.188
150.11916687031916,2.3538403394489373,3.188
150.11875242359767,2.3538989505151764,3.188
150.11587986416504,2.355810982902111,3.188
150.12025186249303,2.357090066425565,3.188
150.117491949349,2.3539351329561753,3.188
150.1159521742551,2.3579006656480863,3.188
150.11759425234942,2.357797452405284,3.188
150.11630661333578,2.3562959477808003,3.188
150.11576205560291,2.3552479779623496,3.188
150.1197790714907,2.3578252995209272,3.188
150.1199628043712,2.3541289112286736,3.188
150.1190669431553,2.354120244453246,3.188
150.11553352768226,2.3568400845884443,3.188
150.1164728809019,2.3564040533369943,3.188
150.11954192611665,2.356695133785285,3.188
150.1178693181033,2.3569539947173466,3.188
150.11817638537784,2.3538401522589907,3.188
150.11732160630876,2.3577816932649065,3.188
150.11625877692452,2.356555158067656,3.188
150.1177809449665,2.357418053840548,3.188
150.11612009249905,2.357448050796504,3.188
150.1171538266897,2.3542558915962384,3.188
150.11881332199718,2.353051115572338,3.188
150.11722511618052,2.3567372239847852,3.188
150.11870764557483,2.3569483476347606,3.188
150.11761087557804,2.357453015742462,3.188
150.11582438012545,2.3551962755443547,3.188
150.11573331979906,2.356107481276054,3.188
150.11590083539926,2.3540649612036932,3.188
150.11955075782754,2.354250327904772,3.188
150.11808759784356,2.3567529521543973,3.188
150.11617573607228,2.357710765750721,3.188
150.11710573481164,2.3534163923813143,3.188
150.11556691258193,2.3550798902251247,3.188
150.11901251949234,2.355438204492641,3.188
150.115737146352,2.35750800023387,3.188
150.12019298257863,2.356135533330423,3.188
150.11837987650617,2.3578295017524837,3.188
150.11760464027512,2.3533631493060843,3.188
150.1185549133691,2.3535199436101326,3.188
150.1192202494581,2.3550826737049304,3.188
150.11796502732935,2.3542158241520688,3.188
150.11721668077155,2.354257539842205,3.188
