ra,dec,z_av
150.1125258363085,2.2969257149506794,3.4862
150.1088273487259,2.2968599026452794,3.4862
150.10999114713732,2.3006168001168623,3.4862
150.11132957276004,2.296992510065408,3.4862
150.11368568796337,2.3005505734920133,3.4862
150.10980476565928,2.3001417026947415,3.4862
150.1098906239717,2.2973555216541266,3.4862
150.11018247686565,2.297033352536449,3.4862
150.11014604234762,2.3000857975267164,3.4862
150.1130564560263,2.2999195122647245,3.4862
150.11305363835052,2.298881523601518,3.4862
150.10909742053752,2.2975357192936072,3.4862
150.11173661104948,2.2967189734904236,3.4862
150.11169753848174,2.2959627097321427,3.4862
150.1095922908381,2.300521635863108,3.4862
150.112791379019,2.299834498982263,3.4862
150.10975717005874,2.2998390081923716,3.4862
150.1130093798353,2.2990701304443695,3.4862
150.1103272318733,2.29699821700341,3.4862
150.1129482254902,2.2964060171209733,3.4862
150.11328150035396,2.2994941851162674,3.4862
150.10908441876154,2.2999632348389367,3.4862
150.1113929139366,2.2997950138101504,3.4862
150.11153773815008,2.2961254790967254,3.4862
150.11092906073048,2.297065825143551,3.4862
150.11317027347837,2.3004551138725793,3.4862
150.11363552133238,2.3007284648628397,3.4862
150.1098768636723,2.296603282959143,3.4862
150.10956734354335,2.300117730340247,3.4862
150.11041869623486,2.299546058626666,3.4862
150.10875674322824,2.296761988944283,3.4862
150.11144656557678,2.3003216020583745,3.4862
150.11083608137014,2.300014394373469,3.4862
150.11024393478456,2.295995984647904,3.4862
150.11231034893535,2.3008609615572984,3.4862
150.10977498902156,2.3007835501343035,3.4862
150.11169622033333,2.3005010280274205,3.4862
150.1127325537173,2.2962826205521902,3.4862
150.11150295865158,2.3000843177993358,3.4862
150.11156071761798,2.3001746731379633,3.4862
150.11163276536138,2.2996234372282243,3.4862
150.11355188343046,2.2970287730355934,3.4862
150.10957872134767,2.2972389090527625,3.4862
150.11058430280397,2.296486708116191,3.4862
150.11025351248412,2.297224700294677,3.4862
150.11255698999526,2.299423685243167,3.4862
150.11270355224661,2.2971660455187513,3.4862
150.11317084651094,2.298076001080305,3.4862
150.11360723066417,2.3001478141656535,3.4862
150.1099090900174,2.2992110351026036,3.4862
150.11178810020988,2.2969128507052985,3.4862
150.11262623588917,2.297706621470362,3.4862
150.109819653068,2.298155574686947,3.4862
150.11017515682497,2.296098790842995,3.4862
150.1096923263463,2.296244901441244,3.4862
150.10876176902565,2.298801120879332,3.4862
150.10932113538328,2.2975850989938746,3.4862
150.1134601522448,2.2985816656252687,3.4862
150.11265809440883,2.3000433072050677,3.4862
150.11273292306439,2.3002512154056425,3.4862
150.11248035030357,2.29798841965387,3.4862
150.11246760130032,2.299980880286937,3.4862
150.10986500577638,2.30036198328141,3.4862
150.110300416507,2.2996173659466406,3.4862
150.11363134825717,2.2994383321956855,3.4862
150.10962268538515,2.296042358581719,3.4862
150.11037545333102,2.2966486740085443,3.4862
150.1098661352264,2.2997609794345895,3.4862
150.11201533979633,2.2999288637787823,3.4862
150.1099296224147,2.299056782891176,3.4862
150.11315118343794,2.296036091846893,3.4862
150.10900851894206,2.2993348267516294,3.4862
150.11230884944843,2.2970569362522797,3.4862
150.110938153886,2.2996835392658905,3.4862
150.11055460785113,2.2968079427189227,3.4862
150.1114188340238,2.2969635699178323,3.4862
150.1091995507923,2.299904357241805,3.4862
150.10922821213035,2.296011378293165,3.4862
150.11246779082077,2.2995868567798303,3.4862
150.1092636212446,2.2982009199868223,3.4862
150.11315744132636,2.297212375131076,3.4862
150.11186570736155,2.296559282626293,3.4862
150.11060763095642,2.2959118172040154,3.4862
150.10962157766696,2.2960059268778163,3.4862
150.11317304180486,2.2987279848510735,3.4862
150.1110100695591,2.2960192609104584,3.4862
150.10905286119362,2.2978238633199,3.4862
150.11188252201697,2.297223132008553,3.4862
150.11345496511285,2.298245829927087,3.4862
150.11335074052522,2.299041114613565,3.4862
150.11054657510348,2.296235841335445,3.4862
150.10880554719924,2.299065633198434,3.4862
150.11306143656395,2.2989653703357136,3.4862
150.11265394029408,2.2985869761827216,3.4862
150.1096869248743,2.2969989117433194,3.4862
150.11070789465694,2.2999024865809217,3.4862
150.10874975498362,2.2995266726609493,3.4862
150.11368731813505,2.2968957466577566,3.4862
150.1120604999799,2.297247422111854,3.4862
150.11115722797246,2.297180341027596,3.4862
150.1129294080931,2.2999217263699663,3.4862
150.1110688269407,2.300369547455367,3.4862
150.1128428389801,2.2983421676926348,3.4862
150.10993353823753,2.2987078277922732,3.4862
150.11155779000092,2.29594096223396,3.4862
150.10999362726562,2.2992879351816504,3.4862
150.10923210299572,2.299857855056315,3.4862
150.1132359311469,2.2999753003578296,3.4862
150.11272781168248,2.299943303103142,3.4862
150.11341934122964,2.299151352543606,3.4862
150.11322380035352,2.300329775128817,3.4862
150.1136050321689,2.299289734569057,3.4862
150.10917226597235,2.3007339907906195,3.4862
150.1089026294313,2.300742604037385,3.4862
150.1136603643666,2.2973382837649394,3.4862
150.11221177687585,2.2971294006905922,3.4862
150.1089243312292,2.2987429178785863,3.4862
150.10920791779446,2.2980282078620697,3.4862
150.11291603496173,2.299650506251016,3.4862
150.11096352702083,2.2996322769213196,3.4862
150.1136521685692,2.2976370968283275,3.4862
150.10876430797757,2.2966275933296596,3.4862
150.10913818179523,2.2965993737195287,3.4862
150.1104840680667,2.300731783612187,3.4862
150.1131812229695,2.2979919865567093,3.4862
150.11069076344936,2.2962054933126965,3.4862
150.10977778785931,2.29930184871402,3.4862
150.1087662579198,2.2979510189444854,3.4862
150.11258368630624,2.2969178122742075,3.4862
150.11171883465698,2.29671549784494,3.4862
150.1130540950657,2.298495790998789,3.4862
150.11229487856244,2.2963829303765144,3.4862
150.11207306738453,2.297236518408326,3.4862
150.1094212043968,2.2971777650286187,3.4862
150.11273774211836,2.2985391345548574,3.4862
150.11367678497749,2.300697984720815,3.4862
150.10923525603653,2.299346996373084,3.4862
150.1133690111439,2.3007004009353653,3.4862
150.11264104348965,2.2986905037449135,3.4862
150.10886031746543,2.2988824816708275,3.4862
150.1106338985886,2.2996097484072995,3.4862
150.11038596382264,2.300295981405032,3.4862
150.11167841625056,2.3007827764032673,3.4862
150.11238362671406,2.3006410076588524,3.4862
150.10970611349688,2.2972824182055787,3.4862
150.11120550777267,2.300367761979928,3.4862
150.11158674382895,2.2998075783222434,3.4862
150.11213787338093,2.300052092133198,3.4862
150.11072125158705,2.29720449130953,3.4862
150.1087006644124,2.298939732023374,3.4862
150.11277340940924,2.297658668735955,3.4862
150.10997601597074,2.2978949312874692,3.4862
150.11003851791793,2.297076693227724,3.4862
150.111984267212,2.2998981188398644,3.4862
150.11341813749047,2.3001037729385763,3.4862
150.11123108406642,2.296483271580026,3.4862
150.1134761509243,2.296668615495188,3.4862
150.11072270702536,2.296118385364206,3.4862
150.1128909900629,2.298986600985452,3.4862
150.1135620989809,2.2970709481280234,3.4862
150.10957976405246,2.299594146358875,3.4862
150.10894411608967,2.298719936943536,3.4862
150.11275687260493,2.2963523483028245,3.4862
150.11264667977125,2.300657313663005,3.4862
150.11277990431213,2.2964292938002546,3.4862
150.10901046821982,2.300669391247875,3.4862
150.10942937441675,2.2960995671158333,3.4862
150.10888645452823,2.296969783466821,3.4862
150.11102489046695,2.3003683120623992,3.4862
150.1126649750724,2.2979314100537547,3.4862
150.11079155181784,2.299751792064885,3.4862
150.11268659307376,2.3005669955935732,3.4862
150.11245831439757,2.298850011738694,3.4862
150.11298266628572,2.2967419805027522,3.4862
150.10886890886275,2.299001300047248,3.4862
150.1130048583595,2.297616915364543,3.4862
150.10945934303507,2.3008070611150564,3.4862
150.11217699377673,2.300368627538162,3.4862
150.11310314601843,2.298683704646815,3.4862
150.113346784289,2.2998562257543944,3.4862
150.11017814113956,2.300819763135202,3.4862
150.11068876188543,2.2968221538997877,3.4862
150.1123166579484,2.2974021020095736,3.4862
150.11252170297075,2.298793955973639,3.4862
150.11200312261542,2.2972785889596095,3.4862
150.11335106915433,2.300498826910797,3.4862
150.10884994555943,2.300314933664255,3.4862
150.11231127537383,2.297925935096749,3.4862
150.1110736132422,2.296532611357199,3.4862
150.11250425257907,2.2972518386474996,3.4862
150.11331366459595,2.300614040155416,3.4862
150.1120653048371,2.296092813493166,3.4862
150.1120808314267,2.3003297843131754,3.4862
150.10966190001315,2.299031444065542,3.4862
150.11274006348685,2.3004558092277914,3.4862
150.11298561102893,2.3004554407158135,3.4862
150.1128346275583,2.3007868317281917,3.4862
150.11214487577206,2.300048231226455,3.4862
150.11052264870784,2.3008859721111383,3.4862
150.11060726006144,2.2966748638218477,3.4862
150.11138611668954,2.2971021059104655,3.4862
150.11072793183658,2.299987994968661,3.4862
150.11368025061498,2.2980904676474543,3.4862
150.1109767623292,2.2966650156072688,3.4862
150.10972123428053,2.299300365873516,3.4862
150.11361265122426,2.297535598498381,3.4862
150.10915653001436,2.297887225779907,3.4862
150.11118764018957,2.2970733066608995,3.4862
150.11361024166425,2.299100338169228,3.4862
150.11254942419083,2.300591800179008,3.4862
150.11363334096575,2.300097370572867,3.4862
150.11334034247872,2.3000940354615635,3.4862
150.11154665650994,2.300480599670352,3.4862
150.1099751168924,2.300556299003586,3.4862
150.1131759504711,2.3001342922469075,3.4862
150.11253906000462,2.2964825198326833,3.4862
150.1124270887138,2.2991773884670432,3.4862
150.1105962210344,2.2963379610855488,3.4862
150.1130134281494,2.2994748165549517,3.4862
150.11244949558875,2.2962309970202446,3.4862
150.11059845310288,2.2997589572152677,3.4862
150.11344513223165,2.3006102464497236,3.4862
150.11073642949148,2.3008353409865046,3.4862
150.1124808183121,2.300810058053834,3.4862
150.1125299992113,2.2962862895996237,3.4862
150.11255358972065,2.297958304320604,3.4862
150.10959207492692,2.2973191128082395,3.4862
150.11291809449006,2.300512248087319,3.4862
150.11181451882086,2.2969049605683964,3.4862
150.11049201233038,2.29966192262114,3.4862
150.1130514539073,2.296409214282601,3.4862
150.11098524474215,2.300249578459333,3.4862
150.1099545183216,2.297363909162202,3.4862
150.1136732228574,2.299679888534942,3.4862
150.11314541752964,2.2987170491407944,3.4862
150.1114932623441,2.296633926157839,3.4862
150.11259359926606,2.30053129893525,3.4862
150.1110462592118,2.2969421465571336,3.4862
150.11034996400733,2.299777784993011,3.4862
150.111177216075,2.2960580787068947,3.4862
150.11321951488478,2.3004739171250104,3.4862
150.1124135722338,2.2984792868694326,3.4862
150.11082791086656,2.299934544428751,3.4862
150.11071720175104,2.299990229506776,3.4862
150.11248093768884,2.2963418989134716,3.4862
150.1111476841584,2.295938628218326,3.4862
150.11242519341954,2.2967947662783605,3.4862
